name,id,minutes,contributor_id,submitted,n_steps,description,n_ingredients
quick curried chickpeas  for 1,171892,19,316233,2006-06-08,,this may not be the most complex recipe in the world but for the amount of time and effort this takes it's a great recipe. a diet-friendly dish. i serve it with 1/2 cup cooked rice.  sometimes i use wholemeal flour and i tend to cook this a bit longer than the plain.  (australian tablespoon = 20ml),8.0
quick dinner buns,209011,40,423076,2007-02-03,,this dinner buns are nice for dinner on the run! they're so cute!,5.0
quick domino slice,170167,35,285051,2006-05-29,12.0,"this is a wonderful, quick and easy recipe. make cute chocolate domino pieces! it's perfect to make with the little ones! (even my 2 year old nephew helped me out with it!) i got this recipe off the side of a 'cadbury bournvilles cocoa' box. this cocoa has a wonderful chocolate taste to it, so if you can't find this specific one, look out for another sweet cocoa. i also omit the coconut, as i'm not a fan of it, but you can add in if you like it!",8.0
quick fix lasagna,204492,80,43642,2007-01-09,10.0,"i've been making this for years, although i treat the recipe as a starting off point since it's pretty plain on its own.  i like to add mushrooms, spinach and lots of other veggies, along with garlic and herbs. i cut this off a pasta box.",5.0
quick fresh peach cobbler,241344,55,27163,2007-07-19,9.0,another quick and easy idea can be made in minutes and cook while you eat dinner. you can also use canned peaches and it's really just as good.,9.0
quick fruit curry  south african,306844,60,382071,2008-06-02,8.0,"from: “the africa news cookbook, african cooking for western kitchens”.",12.0
quick ginger crinkles,16923,35,27443,2002-01-07,,the first recipe given to me as a child to bake by myself. the recipe says 5dz. but i usually get 3dz so its the size of the cooky that matters ;) these ginger cookies are usually gone before i get the last batch baked.,
quick gnocchi by sandy metzler,168581,15,318822,2006-05-18,17.0,this makes gnocchi sooo easy.  thank you sandy.  i married an italian who loves this dish!  i have also added parmesan cheese for something different.  i freeze the gnocchi before boiling for easier handling as well as make double batches to save for later.  they freeze very well.,6.0
quick grilled trout,276627,20,678859,2008-01-06,9.0,a quick and easy method of grilling trout without messing with filleting them.,5.0
quick ground beef skillet,222508,25,330545,2007-04-14,,flavors reminiscent of chinese cooking thanks to the fresh bean sprouts in this quick to fix  meal from my great recipes.,11.0
quick hamburger stew soup,274790,65,644757,2007-12-30,,"fast and delicious, this inexpensive and easy soup will warm anyone on a cold winter's day  or anytime you need a fast and nutritious meal.  also very versatile as you can add the veggies your family enjoys.",10.0
quick hoppin  john,137845,30,189616,2005-09-19,10.0,"from southern living/homestyle cooking
easy and quick",9.0
quick hot cocoa,26819,4,17803,2002-04-29,3.0,use a sugar substitute to make this diabetic friendly. mix up the dry ingredients as a gift for a teacher.,5.0
quick hot fudge sauce,87713,15,68884,2004-03-29,7.0,"my mom used to make this when i was a kid. last week, dh had eaten all the magic shell ( :) ) so i whipped out my cookbook & whipped this up -- it's just as i remembered! quick, and with such a good flavor. while it's hot, it's kind of thin, like hershey's syrup consistency-wise, but i like it best cold out of the fridge -- it's thick and pours sloooowly over the ice cream (or cake or whatever). yum!",8.0
quick indian chicken,321732,75,410780,2008-08-27,8.0,"i defrosted some chicken thighs and just did not know what to do with them.  i'm on a serious health kick at the moment so it had to be something low calorie.  this is what i came up with.  i imagine that chicken breasts, or pieces would work just as well.  if you use chicken pieces on the bone, adjust your cooking time as it will take a little longer.",
quick italian beef for sandwiches,157071,6,280064,2006-02-22,3.0,makes fantastic sandwiches with plenty of au jus! adjust the flavor using different amounts of pepperoncini and juice. serve on hoagie rolls.,
quick italian salad with a creamy dressing pioneer woman,507210,20,37449,2013-09-23,,"yes, quick and easy and delicious! ree drummond made this for her helper josh and her daughter for lunch. they had been out roping cattle. she served with pizza burgers and a french silk pie for dessert. yum!",17.0
quick jamin  muffins,73548,30,78770,2003-10-16,13.0,"i love these muffins. i make them fairly often because i always have the ingredients on hand. i especially like them with apricot jam or orange marmalade, but peach jam and strawberry preserves work well too.",12.0
quick lemon blueberry cheese bars,92009,260,122175,2004-05-27,,grand prize winner of a miracle whip recipe contest,
quick meat sauce from a jar,330669,15,198520,2008-10-14,6.0,from a ronzoni pasta box,
quick mexican cheese enchiladas,10822,25,59780,2001-08-10,,this is an adopted recipe. i have updated the recipe to clarify directions. this can also be made with leftover chicken if desired. :),
quick mexican pizza,15780,15,25467,2001-12-14,,this is a very easy and quick recipe for those times you need a quick mexican fix. customize with your favorite ingredients.,8.0
quick mexican pork  or chicken  mole,125657,35,207176,2005-06-12,7.0,i think this is from a magazine.  it is a shortcut recipe since it is made with your favorite bbq sauce.,
quick mexican stew,253567,50,141293,2007-09-18,7.0,an easy stew.  serve over rice or with corn bread.  add hot salsa and jalapeno for a spicy stew.,13.0
quick mini pizzas,134442,190,236470,2005-08-22,6.0,we had these for lunch today. they were quick and easy.,5.0
quick mix in the pan double chocolate chip cake,96675,40,130663,2004-07-30,,my son loves chocolate so i make a lot of chocolate baking when he comes to visit.this recipe came from a kraft booklet i got in 1996,
quick mix quick rise pizza dough,186583,51,297705,2006-09-18,14.0,"this recipe has been in my little wooden recipe box for years. it's my ""go to"" when it's pizza time. it will give you two - 12 inch thin crust pizzas or one lovely thick crust. you can easily double it and still use the kitchenaid to mix and knead it. for a change of taste, change the flour to 1 1/2 cups all-purpose and 1 cup whole wheat.",
quick mongolian beef with green onions,374237,10,337963,2009-05-25,19.0,"this is a great weeknight meal, but it also works well as a make-ahead dish for a crowd.  i've included directions for both ways below.  inspired by recipe #24175 by chef #29196.  i don't have a wok, so i just use a heavy skillet.",
quick mushroom cream pasta,107741,20,64203,2005-01-06,11.0,very easy and so delicious! i received this e-mail from a cooking village e-mail. it's such a nice side dish or we even eat it as the main course.,9.0
quick mushroom sauce for meatloaf,250979,15,305531,2007-09-04,10.0,"from betty crocker, this is a simple sauce that can be made from things that you probably always have on hand. it's good on meatloaf and mashed potatoes.",5.0
quick n easy baked apples and honey,418041,15,31445,2010-03-26,,"this makes a quick snack, especially in a microwave with a browning element built in.",7.0
quick n easy eclair cake,43366,270,56447,2002-10-16,,"this dessert dish sounds a little strange...but it is oh so good. you can make your own scratch pudding and/or frosting, but this is the short-cut version. cook time is actually chill time.",5.0
quick n simple hearty beef pie,100717,50,48439,2004-09-27,17.0,"as a uni student, i always try to make quick, healthy and easy meals for me and my housemates. this is one of those ",8.0
quick n  easy salmon patties,15104,25,20076,2001-11-30,,"i have used this recipe for many years and my family loves it, especially my husband. i think i got the recipe off of a crisco can when they still used paper wrapping on the cans.",6.0
quick no bake pretzel bars,80330,8,103876,2004-01-07,,"this is a quick and easy recipe for a little different version of no-bake cereal bars, using the microwave.",6.0
quick oatmeal chewy bars,294045,25,369715,2008-03-25,,another bar cookie recipe that my family loves.,12.0
quick parmesan loaf,319988,40,852031,2008-08-18,,"this is so incredibly easy to make, it should be sinful. i make this for friends that need some ""comfort"" food....well, actually those that have just had babies and they aren't counting calories yet!  i use a non-stick loaf pan to bake them in.",
quick party pitcher,309104,5,140132,2008-06-12,5.0,this is such a quick easy throw together drink.  it tastes lovely and your guests will love it.  i always top with a maraschino cherry.,
